year,imd,sex,cause,<1   ,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+  ,All Ages
1987,3,Female,08 Unintentional injuries,1,10,6,6,14,15,10,10,12,13,6,10,19,23,32,32,53,81,63,56,472
1987,3,Female,09 All other causes,251,36,11,13,17,27,26,28,46,46,38,75,97,177,236,395,610,805,757,641,4332
1987,3,Female,10 Neonatal,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1987,4,Male,01 Neoplasms,0,8,10,8,12,15,18,18,54,82,152,270,504,864,1146,1370,1384,913,405,119,7352
1987,4,Male,02 Diseases of the respiratory system,20,1,0,4,3,5,7,6,12,11,16,39,84,154,309,458,628,602,423,192,2974
1987,4,Male,03 Diabetes,0,0,0,0,0,0,2,1,2,1,6,9,17,23,34,47,74,50,24,2,292
1987,4,Male,04 Ischaemic heart disease,0,0,0,0,0,0,5,15,44,87,173,304,581,951,1320,1475,1613,1133,539,205,8445
1987,4,Male,05 Stroke (cerebrovascular),0,0,0,1,2,3,2,7,14,13,21,43,78,142,256,414,591,525,265,110,2487
1987,4,Male,06 Other circulatory,1,1,0,0,2,6,4,9,11,18,20,42,61,158,209,298,407,351,188,112,1898
1987,4,Male,07 Intentional injuries,0,2,0,1,9,39,33,23,32,21,23,16,18,21,17,15,14,9,3,1,297
1987,4,Male,08 Unintentional injuries,6,14,8,11,54,84,50,39,32,24,28,33,37,20,33,33,51,54,24,13,648
1987,4,Male,09 All other causes,281,27,7,9,28,46,24,51,60,49,58,63,107,170,220,328,462,483,289,141,2903
1987,4,Male,10 Neonatal,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
1987,4,Female,01 Neoplasms,1,9,11,4,5,10,21,38,70,98,192,273,438,685,861,1002,1069,933,604,311,6635
1987,4,Female,02 Diseases of the respiratory system,10,3,1,1,2,3,2,4,2,6,7,18,34,88,150,236,355,495,527,591,2535
1987,4,Female,03 Diabetes,0,0,0,0,0,0,0,2,3,2,3,6,16,20,56,53,83,86,64,34,428
1987,4,Female,04 Ischaemic heart disease,0,0,0,0,0,0,2,2,5,17,18,63,169,366,601,899,1318,1447,1062,631,6600
1987,4,Female,05 Stroke (cerebrovascular),2,1,0,1,2,1,2,2,13,16,24,32,55,133,212,443,736,987,890,610,4162
1987,4,Female,06 Other circulatory,1,2,0,0,1,6,0,3,3,8,14,31,48,84,134,271,417,573,551,510,2657
1987,4,Female,07 Intentional injuries,0,0,0,0,2,9,10,10,5,8,6,12,9,18,9,14,4,7,2,3,128
1987,4,Female,08 Unintentional injuries,2,9,9,5,16,23,14,7,9,7,11,8,10,16,26,36,53,75,61,60,457
1987,4,Female,09 All other causes,219,24,7,6,19,17,26,23,28,29,60,47,81,144,210,334,578,745,746,639,3982
1987,4,Female,10 Neonatal,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1987,5,Male,01 Neoplasms,1,4,3,9,9,19,18,21,44,79,136,233,470,811,1151,1361,1351,939,403,110,7172
1987,5,Male,02 Diseases of the respiratory system,14,3,0,1,4,4,3,3,6,10,6,32,84,160,268,467,584,636,388,247,2920
1987,5,Male,03 Diabetes,0,0,0,0,0,1,2,1,1,1,2,6,14,29,30,59,76,69,30,7,328
1987,5,Male,04 Ischaemic heart disease,0,0,0,0,0,0,1,14,26,100,170,321,592,907,1285,1490,1607,1144,533,198,8388
1987,5,Male,05 Stroke (cerebrovascular),0,0,0,0,4,4,3,4,10,14,12,23,75,131,271,399,549,571,294,128,2492
1987,5,Male,06 Other circulatory,1,2,1,2,6,8,9,4,13,16,21,24,74,134,192,327,400,370,226,138,1968
1987,5,Male,07 Intentional injuries,1,0,0,1,11,32,20,21,34,18,18,15,25,31,23,19,15,8,4,2,298
1987,5,Male,08 Unintentional injuries,1,14,9,15,79,64,45,32,22,30,21,20,29,37,37,37,43,50,26,13,624
1987,5,Male,09 All other causes,255,36,13,14,35,42,33,39,47,76,65,56,92,147,229,305,474,508,276,159,2901
1987,5,Male,10 Neonatal,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1987,5,Female,01 Neoplasms,2,3,2,4,1,6,17,33,57,118,180,271,443,672,844,975,1084,915,605,316,6548
1987,5,Female,02 Diseases of the respiratory system,7,4,3,1,2,3,3,7,6,7,16,20,47,85,133,203,337,487,593,594,2558
1987,5,Female,03 Diabetes,0,0,0,0,1,0,3,0,1,0,1,5,9,24,35,75,86,101,83,33,457
1987,5,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,2,8,13,30,54,154,352,564,898,1290,1481,1046,683,6575
1987,5,Female,05 Stroke (cerebrovascular),2,0,0,2,3,0,1,8,8,7,22,28,39,103,188,410,758,1005,927,622,4133
1987,5,Female,06 Other circulatory,0,0,0,0,1,3,2,3,1,4,9,22,40,91,110,220,423,532,553,518,2532
1987,5,Female,07 Intentional injuries,0,0,0,1,1,10,13,7,9,6,12,9,11,10,12,9,6,8,3,1,128
1987,5,Female,08 Unintentional injuries,1,5,7,5,21,17,9,16,10,15,5,3,15,20,20,38,45,76,58,52,438
1987,5,Female,09 All other causes,170,16,10,6,11,23,13,22,27,27,34,54,76,147,226,358,583,876,798,639,4116
1987,5,Female,10 Neonatal,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1987,6,Male,01 Neoplasms,0,2,6,5,12,13,19,19,45,71,115,217,423,711,974,1253,1337,896,401,137,6656
1987,6,Male,02 Diseases of the respiratory system,12,2,0,1,6,2,0,4,3,10,20,23,64,110,216,362,532,577,430,221,2595
1987,6,Male,03 Diabetes,0,0,0,0,0,0,1,2,2,2,2,6,14,23,32,49,63,69,28,11,304
1987,6,Male,04 Ischaemic heart disease,0,0,0,0,0,1,1,12,18,85,147,285,527,829,1176,1451,1519,1157,575,223,8006
1987,6,Male,05 Stroke (cerebrovascular),0,0,0,2,1,1,2,5,5,19,17,45,71,143,218,383,600,579,310,145,2546
1987,6,Male,06 Other circulatory,1,0,0,2,0,6,7,4,7,12,16,31,67,102,186,288,399,371,233,140,1872
1987,6,Male,07 Intentional injuries,1,0,0,1,11,29,37,22,20,27,19,17,29,25,17,19,11,8,4,0,297
1987,6,Male,08 Unintentional injuries,1,5,8,17,67,67,42,29,30,29,23,26,25,33,32,37,36,52,25,10,594
1987,6,Male,09 All other causes,240,20,5,5,26,43,35,35,37,42,61,56,95,147,200,312,516,518,338,137,2868
1987,6,Male,10 Neonatal,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1987,6,Female,01 Neoplasms,1,3,5,9,3,13,14,46,72,127,181,262,426,652,784,976,1061,938,610,337,6520
1987,6,Female,02 Diseases of the respiratory system,15,2,0,0,3,5,4,4,5,7,9,17,48,81,128,188,363,501,550,615,2545
1987,6,Female,03 Diabetes,0,0,0,0,0,0,0,0,2,2,4,3,10,17,30,51,85,96,51,41,392
1987,6,Female,04 Ischaemic heart disease,0,0,0,0,0,0,1,3,6,16,17,48,117,259,514,836,1233,1379,1081,775,6285
1987,6,Female,05 Stroke (cerebrovascular),0,0,0,0,0,2,4,6,7,11,19,26,41,103,191,390,724,1056,952,688,4220
1987,6,Female,06 Other circulatory,0,1,1,0,0,3,3,5,4,6,15,14,36,67,102,210,406,571,595,562,2601
1987,6,Female,07 Intentional injuries,2,1,0,0,8,6,3,6,11,10,11,17,11,11,15,13,7,8,5,0,145
1987,6,Female,08 Unintentional injuries,2,6,4,7,14,11,10,4,10,8,7,4,11,11,33,37,59,62,63,55,418
1987,6,Female,09 All other causes,177,26,3,8,12,20,12,18,15,46,38,46,85,135,195,356,600,911,854,709,4266
1987,6,Female,10 Neonatal,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1987,7,Male,01 Neoplasms,1,4,6,4,10,19,19,20,51,79,102,226,410,671,935,1133,1262,855,417,135,6359
1987,7,Male,02 Diseases of the respiratory system,5,2,3,0,3,4,4,4,2,8,12,20,49,117,202,363,501,497,355,220,2371
1987,7,Male,03 Diabetes,0,0,0,0,0,0,0,1,2,1,5,7,11,18,39,49,63,58,25,10,289
1987,7,Male,04 Ischaemic heart disease,0,1,0,0,0,3,1,8,31,81,140,296,443,790,1078,1317,1508,1128,593,236,7654
1987,7,Male,05 Stroke (cerebrovascular),0,0,0,0,2,2,2,2,11,11,15,30,55,106,180,382,574,523,274,129,2298
1987,7,Male,06 Other circulatory,0,0,0,1,2,2,1,5,8,15,12,32,51,131,184,252,362,345,202,129,1734
1987,7,Male,07 Intentional injuries,0,1,0,0,9,25,21,30,21,21,18,22,18,16,15,11,8,9,4,1,250
1987,7,Male,08 Unintentional injuries,5,3,4,11,71,61,58,29,26,18,19,28,17,30,30,34,33,29,25,13,544
1987,7,Male,09 All other causes,194,22,10,14,24,29,22,39,37,43,44,58,79,134,185,288,455,475,299,151,2602
1987,7,Male,10 Neonatal,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1987,7,Female,01 Neoplasms,3,5,4,4,5,9,9,30,62,116,187,274,366,595,758,931,1015,880,538,286,6077
1987,7,Female,02 Diseases of the respiratory system,8,4,2,0,2,4,6,4,3,7,9,20,22,67,124,182,299,460,504,624,2351
1987,7,Female,03 Diabetes,1,0,0,0,0,1,0,0,1,0,1,4,10,13,18,40,77,99,72,32,369
1987,7,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,4,6,4,17,46,116,234,491,764,1134,1296,1024,657,5793
1987,7,Female,05 Stroke (cerebrovascular),2,0,0,1,1,1,6,2,14,13,15,19,40,114,184,375,727,952,939,574,3979
1987,7,Female,06 Other circulatory,1,1,1,1,1,1,3,5,5,7,10,17,25,54,108,239,368,562,535,542,2486
1987,7,Female,07 Intentional injuries,0,0,0,0,0,5,2,3,8,10,8,11,9,6,4,9,8,5,6,0,94
1987,7,Female,08 Unintentional injuries,1,4,5,4,23,16,13,7,7,7,14,11,11,16,22,36,52,67,65,52,433
1987,7,Female,09 All other causes,162,15,3,8,17,13,24,20,41,29,40,56,76,123,190,279,522,774,778,619,3789
1987,7,Female,10 Neonatal,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1987,8,Male,01 Neoplasms,2,4,6,5,10,10,17,27,38,80,135,222,357,656,877,1024,1153,839,407,137,6006
1987,8,Male,02 Diseases of the respiratory system,14,4,1,2,6,3,4,4,5,14,14,11,48,106,202,316,432,445,317,200,2148
1987,8,Male,03 Diabetes,0,0,0,0,0,0,0,1,1,0,3,8,13,19,27,50,68,48,28,10,276
1987,8,Male,04 Ischaemic heart disease,0,0,0,0,0,1,2,4,32,84,133,256,447,667,915,1249,1397,1031,515,214,6947
1987,8,Male,05 Stroke (cerebrovascular),0,0,1,0,3,1,1,4,3,16,14,27,72,107,192,339,492,497,298,126,2193
1987,8,Male,06 Other circulatory,2,2,0,1,0,5,2,2,4,15,12,25,57,91,145,271,356,330,223,131,1674
1987,8,Male,07 Intentional injuries,0,1,0,1,12,27,21,29,24,21,27,23,20,19,22,20,8,10,2,1,288
1987,8,Male,08 Unintentional injuries,4,2,6,20,54,61,37,26,32,24,19,13,29,22,26,31,31,39,26,7,509
1987,8,Male,09 All other causes,187,22,4,15,31,24,31,22,39,50,44,48,82,118,164,274,407,468,286,168,2484
1987,8,Male,10 Neonatal,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1987,8,Female,01 Neoplasms,0,1,3,2,11,11,18,39,84,120,147,247,370,520,630,817,928,858,507,316,5629
1987,8,Female,02 Diseases of the respiratory system,5,4,1,3,3,2,2,4,5,8,3,14,34,53,87,166,280,407,517,622,2220
1987,8,Female,03 Diabetes,0,0,0,0,0,0,0,0,0,0,1,5,11,13,19,46,54,95,77,36,357
1987,8,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,1,4,8,26,30,97,239,409,677,1053,1202,1025,648,5419
1987,8,Female,05 Stroke (cerebrovascular),0,1,0,0,2,0,1,5,7,16,19,30,34,92,158,404,671,1005,895,683,4023
1987,8,Female,06 Other circulatory,0,4,0,0,1,1,2,3,7,5,11,10,29,59,108,165,358,496,544,532,2335
1987,8,Female,07 Intentional injuries,0,1,0,1,4,7,7,5,6,7,15,10,4,10,9,6,9,7,2,0,110
1987,8,Female,08 Unintentional injuries,1,5,1,4,15,10,14,11,7,17,10,9,11,9,17,32,35,74,66,41,389
1987,8,Female,09 All other causes,137,14,4,9,19,27,17,11,18,30,29,55,77,120,168,300,495,771,697,697,3695
1987,8,Female,10 Neonatal,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1987,9,Male,01 Neoplasms,3,3,6,6,9,11,13,31,42,73,114,194,373,605,812,1020,1023,801,346,105,5590
1987,9,Male,02 Diseases of the respiratory system,7,3,2,4,2,4,7,2,5,7,10,14,36,88,150,262,385,413,293,182,1876
1987,9,Male,03 Diabetes,0,0,0,0,0,0,0,0,3,1,2,7,9,15,36,39,51,52,28,10,253
1987,9,Male,04 Ischaemic heart disease,0,0,0,0,0,0,2,10,25,51,128,204,428,690,906,1122,1175,936,482,195,6354
1987,9,Male,05 Stroke (cerebrovascular),1,1,0,0,0,1,1,4,6,17,20,30,46,83,159,296,473,443,278,135,1994
1987,9,Male,06 Other circulatory,0,1,1,0,2,5,2,2,5,10,16,28,41,99,155,258,335,324,199,133,1616
1987,9,Male,07 Intentional injuries,0,0,0,0,12,23,13,12,20,19,14,18,19,19,13,9,10,7,4,0,212
1987,9,Male,08 Unintentional injuries,2,8,4,11,64,62,35,30,26,25,18,28,31,20,14,23,39,35,10,13,498
1987,9,Male,09 All other causes,186,15,7,9,22,24,17,25,25,32,35,41,62,118,151,279,390,414,269,116,2237
1987,9,Male,10 Neonatal,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1987,9,Female,01 Neoplasms,1,7,3,8,7,5,13,51,64,136,149,254,379,554,642,771,871,757,532,269,5473
1987,9,Female,02 Diseases of the respiratory system,3,3,2,0,4,2,1,2,4,3,3,8,25,45,68,146,235,378,456,541,1929
1987,9,Female,03 Diabetes,0,0,0,0,0,0,0,1,1,1,1,2,7,5,19,33,46,78,34,33,261
1987,9,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,1,5,3,12,34,80,190,350,656,988,1124,845,620,4908
1987,9,Female,05 Stroke (cerebrovascular),0,0,0,0,1,2,1,3,3,13,13,30,41,75,153,282,634,851,812,600,3514
1987,9,Female,06 Other circulatory,2,1,0,0,3,2,2,5,5,6,10,11,20,52,73,157,348,431,496,515,2139
1987,9,Female,07 Intentional injuries,0,2,0,0,2,4,6,8,9,13,9,6,12,11,9,13,8,5,2,1,120
1987,9,Female,08 Unintentional injuries,1,4,5,7,7,14,10,6,11,13,7,9,10,16,12,33,34,58,62,33,352
1987,9,Female,09 All other causes,124,17,6,9,15,14,9,13,22,25,34,44,55,98,153,264,462,714,690,604,3372
1987,9,Female,10 Neonatal,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1987,10,Male,01 Neoplasms,0,3,4,7,12,6,16,31,44,71,105,182,346,554,703,915,883,663,293,100,4938
1987,10,Male,02 Diseases of the respiratory system,7,4,0,1,2,5,2,2,2,9,5,12,26,71,125,203,293,304,267,154,1494
1987,10,Male,03 Diabetes,0,0,0,1,0,0,0,0,3,2,5,6,17,8,24,24,35,42,22,6,195
1987,10,Male,04 Ischaemic heart disease,0,0,0,0,1,0,0,9,23,63,94,213,393,556,811,1001,1031,851,426,188,5660
1987,10,Male,05 Stroke (cerebrovascular),0,0,0,0,1,0,1,4,5,10,12,22,41,65,147,275,369,407,242,106,1707
1987,10,Male,06 Other circulatory,0,0,1,2,4,2,1,5,3,6,14,30,34,74,136,219,273,272,187,108,1371
1987,10,Male,07 Intentional injuries,0,0,1,0,8,14,12,18,18,21,23,15,26,16,10,8,9,7,2,0,208
1987,10,Male,08 Unintentional injuries,2,3,2,12,66,66,28,23,17,22,24,17,24,13,14,19,19,26,21,7,425
1987,10,Male,09 All other causes,145,15,6,7,20,18,13,23,22,29,36,45,60,99,133,219,320,376,215,132,1933
1987,10,Male,10 Neonatal,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1987,10,Female,01 Neoplasms,0,7,6,5,4,7,15,39,74,112,169,249,362,440,570,670,790,648,441,235,4843
1987,10,Female,02 Diseases of the respiratory system,4,3,0,2,3,1,3,5,0,7,7,12,23,42,58,109,178,332,365,473,1627
1987,10,Female,03 Diabetes,0,0,0,0,0,0,0,0,0,2,4,3,6,4,16,21,63,51,48,29,247
1987,10,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,1,3,3,7,18,77,143,272,489,806,963,770,554,4106
1987,10,Female,05 Stroke (cerebrovascular),0,0,0,0,1,1,2,3,7,9,11,25,32,64,134,268,499,762,683,535,3036
1987,10,Female,06 Other circulatory,0,3,0,0,2,3,1,2,3,5,8,10,16,31,85,134,261,384,410,383,1741
1987,10,Female,07 Intentional injuries,0,1,0,2,3,6,5,6,8,13,10,10,7,13,12,5,7,6,2,0,116
1987,10,Female,08 Unintentional injuries,0,4,3,3,15,10,10,4,7,11,9,8,10,9,16,26,37,35,41,38,296
1987,10,Female,09 All other causes,108,15,7,12,13,5,14,15,15,28,26,30,60,69,127,240,441,600,606,515,2946
1987,10,Female,10 Neonatal,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1988,1,Male,01 Neoplasms,1,4,8,6,14,20,24,23,57,109,201,393,798,1291,1851,1753,1644,1058,426,89,9770
1988,1,Male,02 Diseases of the respiratory system,48,9,2,2,5,7,5,10,15,24,36,55,154,335,582,725,1005,863,495,225,4602
1988,1,Male,03 Diabetes,0,0,0,0,1,1,4,3,5,4,7,17,24,37,60,65,76,59,29,6,398
1988,1,Male,04 Ischaemic heart disease,0,0,0,0,0,0,7,24,60,131,260,478,904,1405,1927,1778,1853,1183,507,170,10687
1988,1,Male,05 Stroke (cerebrovascular),1,2,0,1,1,5,10,8,9,25,35,68,117,243,387,535,627,584,240,75,2973
1988,1,Male,06 Other circulatory,5,2,2,1,3,6,5,4,7,19,39,58,114,196,299,340,431,305,184,68,2088
1988,1,Male,07 Intentional injuries,4,4,0,0,20,57,47,41,48,41,30,25,27,23,28,20,16,9,4,1,445
1988,1,Male,08 Unintentional injuries,13,22,38,19,71,91,80,58,52,51,32,45,31,51,39,36,60,46,33,12,880
1988,1,Male,09 All other causes,552,49,18,20,47,62,78,67,70,97,102,157,164,274,339,374,578,494,302,117,3961
1988,1,Male,10 Neonatal,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
1988,1,Female,01 Neoplasms,1,13,4,5,10,20,24,41,91,131,215,326,592,951,1284,1195,1323,1128,664,299,8317
1988,1,Female,02 Diseases of the respiratory system,36,5,3,3,8,4,2,8,12,14,23,53,93,234,348,422,564,727,741,666,3966
1988,1,Female,03 Diabetes,0,0,0,1,0,2,1,0,1,3,7,14,35,32,62,100,105,98,83,34,578
1988,1,Female,04 Ischaemic heart disease,0,0,0,0,0,2,0,4,14,39,51,132,297,623,1027,1318,1818,1782,1246,660,9013
1988,1,Female,05 Stroke (cerebrovascular),1,1,1,0,1,6,3,11,8,22,29,40,86,205,332,541,842,1076,915,514,4634
1988,1,Female,06 Other circulatory,2,1,1,2,5,5,3,8,7,16,21,37,63,138,225,329,477,595,556,397,2888
1988,1,Female,07 Intentional injuries,1,3,0,2,8,12,15,10,9,9,8,10,7,12,10,10,10,8,4,0,148
1988,1,Female,08 Unintentional injuries,8,20,14,7,12,11,14,16,5,9,7,18,15,24,33,50,75,97,110,49,594
1988,1,Female,09 All other causes,385,53,13,14,27,25,39,43,40,58,61,83,120,197,327,425,733,867,867,636,5013
1988,1,Female,10 Neonatal,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
1988,2,Male,01 Neoplasms,0,3,7,6,13,18,17,28,39,94,158,324,657,1125,1514,1492,1474,1001,380,120,8470
1988,2,Male,02 Diseases of the respiratory system,33,4,1,2,6,3,5,8,15,18,28,55,100,274,431,611,752,794,479,208,3827
1988,2,Male,03 Diabetes,1,0,0,0,0,1,1,3,2,4,7,15,17,40,62,59,68,57,34,9,380
1988,2,Male,04 Ischaemic heart disease,0,1,0,0,1,0,1,24,47,116,224,379,707,1140,1561,1616,1649,1130,552,177,9325
1988,2,Male,05 Stroke (cerebrovascular),0,0,0,0,0,4,5,9,16,19,33,52,87,170,337,453,575,536,258,119,2673
1988,2,Male,06 Other circulatory,2,2,1,1,4,7,6,8,11,21,30,47,88,167,292,329,387,333,197,79,2012
1988,2,Male,07 Intentional injuries,5,0,0,0,13,52,55,24,46,34,21,20,18,24,17,11,11,7,3,1,362
1988,2,Male,08 Unintentional injuries,5,22,23,22,49,88,53,32,33,40,45,28,38,27,43,30,48,38,33,9,706
1988,2,Male,09 All other causes,385,51,23,14,39,51,56,63,63,82,84,98,131,202,269,367,479,546,315,135,3453
1988,2,Male,10 Neonatal,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
1988,2,Female,01 Neoplasms,0,11,7,5,10,9,22,43,69,137,173,279,505,760,1081,1047,1256,1032,668,278,7392
1988,2,Female,02 Diseases of the respiratory system,24,7,3,1,3,7,3,4,8,13,21,35,88,170,256,359,448,615,677,647,3389
1988,2,Female,03 Diabetes,0,0,1,1,0,3,0,2,4,1,2,12,15,34,58,72,89,116,101,49,560
1988,2,Female,04 Ischaemic heart disease,0,0,0,0,0,0,1,2,9,19,39,72,218,478,826,1116,1491,1520,1157,688,7636
1988,2,Female,05 Stroke (cerebrovascular),1,0,0,0,0,0,7,8,7,17,26,51,75,134,271,436,778,996,911,571,4289
1988,2,Female,06 Other circulatory,3,5,0,0,2,6,4,4,5,13,14,23,57,101,209,312,455,572,584,511,2880
1988,2,Female,07 Intentional injuries,1,0,4,0,3,10,6,15,6,8,13,5,8,10,12,8,8,2,9,1,129
1988,2,Female,08 Unintentional injuries,9,15,6,5,15,13,8,8,8,8,9,14,17,19,24,39,56,76,76,55,480
1988,2,Female,09 All other causes,288,31,6,2,25,27,25,29,34,49,54,62,107,174,261,355,597,838,793,683,4440
1988,2,Female,10 Neonatal,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1988,3,Male,01 Neoplasms,0,4,10,8,11,21,15,36,39,60,162,291,499,923,1384,1390,1482,913,431,116,7795
1988,3,Male,02 Diseases of the respiratory system,31,1,0,4,6,8,6,8,12,18,23,43,90,201,375,513,741,701,467,249,3497
1988,3,Male,03 Diabetes,0,0,0,0,0,0,1,2,5,4,5,5,15,37,50,60,78,51,45,8,366
1988,3,Male,04 Ischaemic heart disease,0,0,0,0,0,1,3,16,37,93,190,333,600,1024,1395,1521,1542,1146,550,203,8654
1988,3,Male,05 Stroke (cerebrovascular),0,0,0,0,7,1,5,8,7,22,29,43,84,168,289,417,600,509,268,111,2568
1988,3,Male,06 Other circulatory,2,1,2,0,6,3,3,9,16,15,26,40,84,156,228,318,378,362,195,119,1963
1988,3,Male,07 Intentional injuries,0,3,0,0,14,45,32,41,37,26,26,25,18,15,23,16,17,10,3,1,352
1988,3,Male,08 Unintentional injuries,6,11,22,23,47,85,56,44,45,39,29,40,39,26,38,37,56,40,30,15,728
1988,3,Male,09 All other causes,351,39,19,14,28,44,51,59,69,76,68,91,120,168,288,329,518,490,309,158,3289
1988,3,Male,10 Neonatal,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1988,3,Female,01 Neoplasms,0,4,1,7,8,10,11,39,69,125,174,265,479,742,982,1006,1123,936,608,279,6868
1988,3,Female,02 Diseases of the respiratory system,15,3,1,2,0,0,2,6,3,10,9,20,84,140,214,273,433,549,630,685,3079
1988,3,Female,03 Diabetes,0,0,0,0,0,1,3,1,1,1,5,5,24,23,52,71,94,111,61,46,499
1988,3,Female,04 Ischaemic heart disease,0,0,0,0,0,0,1,3,4,21,17,81,155,403,723,948,1434,1505,1141,676,7112
1988,3,Female,05 Stroke (cerebrovascular),0,0,0,0,0,1,1,9,11,12,28,31,71,129,272,433,752,999,918,639,4306
1988,3,Female,06 Other circulatory,1,2,0,0,2,0,4,1,2,10,17,29,45,102,166,277,434,581,544,520,2737
1988,3,Female,07 Intentional injuries,0,1,0,2,5,9,5,14,9,9,9,12,8,8,11,13,10,6,3,1,135
1988,3,Female,08 Unintentional injuries,5,9,1,6,9,15,11,8,14,15,15,5,10,18,11,45,67,67,73,42,446
1988,3,Female,09 All other causes,243,35,7,4,19,19,29,24,37,40,51,55,89,139,216,339,542,795,821,656,4160
1988,3,Female,10 Neonatal,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1988,4,Male,01 Neoplasms,0,4,5,4,12,19,26,23,50,81,124,219,472,833,1304,1300,1366,963,420,135,7360
1988,4,Male,02 Diseases of the respiratory system,16,3,1,1,2,6,9,8,10,15,17,28,48,179,309,452,667,668,436,235,3110
1988,4,Male,03 Diabetes,0,0,0,1,0,1,0,3,1,5,3,10,24,28,44,54,69,70,34,6,353
1988,4,Male,04 Ischaemic heart disease,0,0,0,0,0,0,6,16,32,85,176,318,548,914,1332,1377,1608,1150,583,192,8337
1988,4,Male,05 Stroke (cerebrovascular),0,0,0,1,2,2,3,6,14,10,22,37,65,142,292,411,595,555,298,120,2575
1988,4,Male,06 Other circulatory,2,2,0,1,2,3,10,4,10,12,19,35,60,146,202,293,371,347,197,112,1828
1988,4,Male,07 Intentional injuries,2,2,0,0,16,27,31,40,36,33,18,18,20,24,17,13,12,5,6,1,321
1988,4,Male,08 Unintentional injuries,4,10,11,14,63,78,58,39,44,40,28,32,24,44,26,40,34,44,36,13,682
1988,4,Male,09 All other causes,297,34,5,12,40,37,45,45,58,61,70,82,99,169,246,315,456,489,324,165,3049
1988,4,Male,10 Neonatal,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
1988,4,Female,01 Neoplasms,1,8,4,2,6,12,24,26,76,118,172,281,430,634,904,990,1121,930,627,312,6678
1988,4,Female,02 Diseases of the respiratory system,17,5,2,4,2,6,4,5,6,6,7,27,43,99,172,254,386,543,547,694,2829
1988,4,Female,03 Diabetes,0,0,0,0,0,0,0,1,1,4,1,2,13,20,38,66,75,104,92,30,447
1988,4,Female,04 Ischaemic heart disease,0,0,0,0,0,0,2,2,3,12,33,67,124,313,620,860,1368,1487,1112,701,6704
1988,4,Female,05 Stroke (cerebrovascular),1,2,0,0,1,4,6,8,9,18,21,32,62,118,233,443,751,1010,937,611,4267
1988,4,Female,06 Other circulatory,3,1,1,1,0,4,4,4,0,11,9,22,32,86,171,225,432,563,594,533,2696
1988,4,Female,07 Intentional injuries,0,0,0,0,4,5,4,8,8,10,9,10,16,14,15,7,17,5,5,0,137
1988,4,Female,08 Unintentional injuries,2,8,4,6,14,18,8,8,10,10,5,8,6,17,23,36,52,91,73,47,446
1988,4,Female,09 All other causes,225,24,13,6,21,17,23,24,36,40,42,57,105,134,220,345,557,828,878,690,4285
1988,4,Female,10 Neonatal,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1988,5,Male,01 Neoplasms,0,7,5,3,12,13,21,25,38,75,142,237,435,791,1214,1318,1385,1024,428,125,7298
1988,5,Male,02 Diseases of the respiratory system,8,2,0,2,6,6,5,5,8,8,11,26,79,160,257,429,601,610,426,245,2894
